Employee ID,Burn Rate
fffe31003300390039003000,0.601033891395737
fffe31003300310037003800,0.362314699164268
fffe33003400380035003900,0.3961302246637544
fffe3100370039003200,0.3741810683066934
fffe32003600390036003700,0.541633366227097
fffe3600390032003200,0.5391404793318287
fffe3600370032003200,0.30139169321265463
fffe32003900390030003000,0.6693853900497646
fffe3100370031003000,0.5935063488836859
fffe31003500320037003600,0.43312484940383295
fffe3400370031003100,0.388746647920333
fffe32003800300035003300,0.35629997580678757
fffe31003700380037003700,0.4004552504830909
fffe33003400300038003900,0.6022546460683527
fffe33003100300039003600,0.6175586616470902
fffe33003400380038003300,0.5859292286349271
fffe33003400310032003500,0.5840427490619396
fffe33003400360032003000,0.8420828373015871
fffe32003800360033003400,0.23711290525295947
fffe3600350031003700,0.3920091370958272
fffe3200310033003500,0.3801681521863791
fffe370039003500,0.2366529846664055
fffe32003500340036003200,0.5148541607379067
fffe360038003200,0.6576472154964912
fffe31003800300039003900,0.5273993655337439
fffe32003500310034003200,0.40636745269767055
fffe33003100320039003300,0.494152422021689
fffe33003000330034003700,0.34324803796092107
fffe32003500310039003300,0.3634198082587225
fffe31003500310033003200,0.28548962827114815
fffe31003900320038003800,0.37409487994468876
fffe31003400340039003000,0.8668426987690996
fffe390033003000,0.4056296552685147
fffe3700360033003400,0.019328447010505838
fffe31003700390034003900,0.13310543119156612
fffe31003700360035003900,0.6414993820030928
fffe31003200370037003900,0.36521150793650664
fffe31003400310038003500,0.361987630961087
fffe32003200370033003000,0.3931396264867179
fffe31003300320036003300,0.3315637895084937
fffe3900390034003600,0.6013401463625535
fffe32003300310032003600,0.2695100334714315
fffe3500360039003300,0.9050101984126944
fffe3700340039003900,0.7058815981363399
fffe31003400370032003200,0.30165121556462055
fffe360032003200,0.2336103009210055
fffe33003100340030003600,0.6635360248316508
fffe31003500300037003700,0.3510768679136238
fffe31003600390038003800,0.3990221294478287
fffe33003300360030003500,0.560015977015245
fffe3900380030003300,0.3510768679136238
fffe31003700330034003500,0.36521150793650664
fffe31003500360036003900,0.37961068940318893
fffe3200380033003100,0.6407590997197252
fffe3900360033003900,0.6125285060038004
fffe33003000370031003200,0.5101141180851102
fffe32003700370036003200,0.22540067053317003
fffe31003400320034003300,0.39803536180962906
fffe32003600360034003200,0.2826403367571114
fffe32003700380035003100,0.7469186633997947
fffe31003400350034003200,0.19606010423299888
fffe31003000320038003200,0.5356594729591803
fffe32003400300030003800,0.5302109232930989
fffe32003600320038003300,0.4064312576293488
fffe3300340035003700,0.3990221294478287
fffe31003900320032003000,0.37409487994468876
fffe3300370032003100,0.3235352532797328
fffe33003300350038003900,0.16475084836459894
fffe32003900360038003700,0.2336103009210055
fffe3100380033003400,0.5002271297766148
fffe3900390032003500,0.19060649136488753
fffe32003200320035003600,0.21500327940577899
fffe32003700380031003900,0.21539394403807444
fffe3400330034003000,0.3726803117586032
fffe33003300380035003400,0.2869362587059319
fffe3300380034003000,0.6032139112878007
fffe32003500360039003200,0.5923398034835531
fffe31003700360038003600,0.3961302246637544
fffe33003300370036003200,0.6197497650378421
fffe3200340039003500,0.5803687568858156
fffe3600300036003500,0.6619863214510237
fffe31003300370032003000,0.63082324295122
fffe3700360036003700,0.6320815225518085
fffe33003200390030003200,0.13879358331483307
fffe31003500340035003100,0.5862991531133636
fffe33003000350035003300,0.07021611111111131
fffe31003400300036003000,0.6948498494305975
fffe31003700330035003200,0.5252229072047487
fffe33003000320032003400,0.46839610440363716
fffe32003300350034003700,0.22008275791406542
fffe32003200340034003400,0.3570038391676425
fffe3800380035003100,0.14880643060643087
fffe33003100310039003900,0.6070588097137182
fffe3700330032003300,0.33708728909978913
fffe32003300390033003900,0.510131046361264
fffe31003500370037003700,0.3826698472823459
fffe32003000310035003500,0.26079700053601346
fffe38003200,0.7592434565897064
fffe31003900310032003600,0.7194609472703215
fffe32003200320039003900,0.21539394403807444
fffe33003000360035003200,0.42933145998840927
fffe33003100390031003800,0.5922946057752964
fffe32003800360031003400,0.7457095176541881
fffe32003300320034003300,0.7525256308928012
fffe3800330032003400,0.39803536180962906
fffe3600380038003000,0.35629997580678757
fffe32003500320030003700,0.31645232769603315
fffe33003400330032003600,0.26079700053601346
fffe32003300380030003600,0.6544865453552317
fffe31003000360032003900,0.7525256308928012
fffe3300310032003500,0.27442880008882425
fffe3200320033003000,0.7441914616402109
fffe340032003600,0.4548362950819101
fffe3900390036003500,0.854844662698413
fffe3900310039003900,0.4438413867200451
fffe3700390037003100,0.3519625492331749
fffe31003200340031003600,0.6011286826818762
fffe33003200380038003800,0.2974173064906362
fffe32003400380038003200,0.4326841376509437
fffe32003300330037003600,0.21333750177933478
fffe33003400360030003700,0.3718650125800126
fffe31003900340030003800,0.3235352532797328
fffe33003400300037003400,0.45635386810984974
fffe3400360035003700,0.5713347912595798
fffe33003000340039003100,0.494152422021689
fffe32003000390030003300,0.6070588097137182
fffe32003800300030003000,0.16721768708143733
fffe32003500300032003800,0.4523395434350071
fffe3800330032003700,0.700933842327334
fffe32003900380039003600,0.2541972960835463
fffe3200310031003300,0.3235352532797328
fffe32003700350038003000,0.4335430028305022
fffe31003800370033003700,0.47213080270775276
fffe33003300380038003100,0.7431894492082
fffe31003400340030003400,0.3510768679136238
fffe31003000340030003400,0.3351767349540591
fffe31003400330032003700,0.1475206662890487
fffe31003700310030003300,0.5255466949540284
fffe31003300310033003300,0.7413452645502656
fffe33003400330031003500,0.5665974128700269
fffe32003800300036003800,0.6791405781922323
fffe33003000300032003900,0.01478505018130019
fffe32003800390035003700,0.3324479074919669
fffe3400320036003200,0.4733744843437615
fffe33003200390038003700,0.4688395822695829
fffe33003100380035003700,0.21347494227470146
fffe32003900350032003100,0.019328447010505838
fffe31003400360032003800,0.7544829649492801
fffe32003500340030003200,0.26079700053601346
fffe32003600330035003300,0.4056296552685147
fffe3700320033003600,0.30566078571567995
fffe31003400310033003000,0.388746647920333
fffe31003400380034003800,0.40636745269767055
fffe32003300340039003700,0.4128010213407019
fffe31003300360031003300,0.5481802908737201
fffe3500350037003800,0.3726803117586032
fffe32003300350035003400,0.5481802908737201
fffe3600310037003400,0.46324966162105835
fffe3200350036003400,0.33650860442501535
fffe33003100350034003600,0.22326809271802375
fffe3700390038003600,0.4353195001607001
fffe31003200350033003800,0.4018354780318904
fffe32003300320033003400,0.5355458385264533
fffe31003900360035003900,0.08628177225552254
fffe3400360036003800,0.649301555561384
fffe3100320032003000,0.6197198436010898
fffe3900310038003900,0.6320815225518085
fffe3500330032003600,0.7441914616402109
fffe3700370034003000,0.4548362950819101
fffe3100310038003800,0.4139007295243968
fffe33003300350036003500,0.7428640265752765
fffe33003400390031003600,0.6885543937904056
fffe31003400370035003400,0.4018354780318904
fffe31003600340039003900,0.601033891395737
fffe31003600350034003300,0.9527088888888904
fffe32003900310033003300,0.4353195001607001
fffe32003700300039003800,0.4139799654438225
fffe32003600340036003300,0.054910075757575595
fffe31003100340039003600,0.3303901150047087
fffe31003700340036003000,0.39803536180962906
fffe31003600390030003700,0.27475552272346426
fffe32003500320036003900,0.6022546460683527
fffe32003200330033003700,0.15753232142857132
