Employee ID,Burn Rate
fffe31003300390039003000,0.60897946
fffe31003300310037003800,0.36229348
fffe33003400380035003900,0.42953992
fffe3100370039003200,0.37896597
fffe32003600390036003700,0.5327263
fffe3600390032003200,0.51856226
fffe3600370032003200,0.32099655
fffe32003900390030003000,0.67508304
fffe3100370031003000,0.60606796
fffe31003500320037003600,0.44117707
fffe3400370031003100,0.39879468
fffe32003800300035003300,0.3529145
fffe31003700380037003700,0.39121878
fffe33003400300038003900,0.58457506
fffe33003100300039003600,0.6181987
fffe33003400380038003300,0.55761564
fffe33003400310032003500,0.5939107
fffe33003400360032003000,0.7936184
fffe32003800360033003400,0.25723884
fffe3600350031003700,0.42966622
fffe3200310033003500,0.37115416
fffe370039003500,0.2103713
fffe32003500340036003200,0.48042116
fffe360038003200,0.6042579
fffe31003800300039003900,0.5182561
fffe32003500310034003200,0.39200687
fffe33003100320039003300,0.47773147
fffe33003000330034003700,0.35480332
fffe32003500310039003300,0.34525606
fffe31003500310033003200,0.32320005
fffe31003900320038003800,0.40654427
fffe31003400340039003000,0.8670175
fffe390033003000,0.40933502
fffe3700360033003400,0.026940526
fffe31003700390034003900,0.17744072
fffe31003700360035003900,0.6245897
fffe31003200370037003900,0.381402
fffe31003400310038003500,0.37624025
fffe32003200370033003000,0.43745857
fffe31003300320036003300,0.34365368
fffe3900390034003600,0.6216708
fffe32003300310032003600,0.2569617
fffe3500360039003300,0.90284055
fffe3700340039003900,0.70015246
fffe31003400370032003200,0.3277958
fffe360032003200,0.23518986
fffe33003100340030003600,0.6086628
fffe31003500300037003700,0.30120623
fffe31003600390038003800,0.36269224
fffe33003300360030003500,0.5421426
fffe3900380030003300,0.34207696
fffe31003700330034003500,0.38914296
fffe31003500360036003900,0.32857046
fffe3200380033003100,0.59499615
fffe3900360033003900,0.6706508
fffe33003000370031003200,0.55440295
fffe32003700370036003200,0.23925708
fffe31003400320034003300,0.43846482
fffe32003600360034003200,0.2647983
fffe32003700380035003100,0.7198524
fffe31003400350034003200,0.21241072
fffe31003000320038003200,0.56858927
fffe32003400300030003800,0.5213476
fffe32003600320038003300,0.4395208
fffe3300340035003700,0.3755592
fffe31003900320032003000,0.3631317
fffe3300370032003100,0.33464938
fffe33003300350038003900,0.19766077
fffe32003900360038003700,0.24915543
fffe3100380033003400,0.53533643
fffe3900390032003500,0.19075702
fffe32003200320035003600,0.25771192
fffe32003700380031003900,0.23519172
fffe3400330034003000,0.43104765
fffe33003300380035003400,0.28099298
fffe3300380034003000,0.56279206
fffe32003500360039003200,0.5851743
fffe31003700360038003600,0.42953992
fffe33003300370036003200,0.5946565
fffe3200340039003500,0.5611831
fffe3600300036003500,0.6617852
fffe31003300370032003000,0.58709127
fffe3700360036003700,0.63439023
fffe33003200390030003200,0.15468705
fffe31003500340035003100,0.5959024
fffe33003000350035003300,0.05686322
fffe31003400300036003000,0.70259696
fffe31003700330035003200,0.48167482
fffe33003000320032003400,0.40969566
fffe32003300350034003700,0.22789578
fffe32003200340034003400,0.35097548
fffe3800380035003100,0.16045518
fffe33003100310039003900,0.5913498
fffe3700330032003300,0.37735313
fffe32003300390033003900,0.4846459
fffe31003500370037003700,0.34514418
fffe32003000310035003500,0.27676684
fffe38003200,0.7377545
fffe31003900310032003600,0.7141592
fffe32003200320039003900,0.22026971
fffe33003000360035003200,0.40497005
fffe33003100390031003800,0.6387281
fffe32003800360031003400,0.663851
fffe32003300320034003300,0.70629984
fffe3800330032003400,0.43005723
fffe3600380038003000,0.37064686
fffe32003500320030003700,0.32126266
fffe33003400330032003600,0.28433475
fffe32003300380030003600,0.64867663
fffe31003000360032003900,0.74735326
fffe3300310032003500,0.26905867
fffe3200320033003000,0.73856723
fffe340032003600,0.4443182
fffe3900390036003500,0.86658055
fffe3900310039003900,0.42509264
fffe3700390037003100,0.36233208
fffe31003200340031003600,0.6251697
fffe33003200380038003800,0.35241076
fffe32003400380038003200,0.39494467
fffe32003300330037003600,0.26218632
fffe33003400360030003700,0.36979917
fffe31003900340030003800,0.3605117
fffe33003400300037003400,0.4618135
fffe3400360035003700,0.5260132
fffe33003000340039003100,0.53132534
fffe32003000390030003300,0.5856579
fffe32003800300030003000,0.14793196
fffe32003500300032003800,0.43565804
fffe3800330032003700,0.69116527
fffe32003900380039003600,0.26843354
fffe3200310031003300,0.33464938
fffe32003700350038003000,0.46504095
fffe31003800370033003700,0.44159904
fffe33003300380038003100,0.73992854
fffe31003400340030003400,0.34207696
fffe31003000340030003400,0.3348
fffe31003400330032003700,0.16552746
fffe31003700310030003300,0.55299544
fffe31003300310033003300,0.7278258
fffe33003400330031003500,0.5678292
fffe32003800300036003800,0.6481675
fffe33003000300032003900,0.026940526
fffe32003800390035003700,0.30764285
fffe3400320036003200,0.48608026
fffe33003200390038003700,0.46443224
fffe33003100380035003700,0.2561157
fffe32003900350032003100,0.026940526
fffe31003400360032003800,0.7136536
fffe32003500340030003200,0.26358938
fffe32003600330035003300,0.35890588
fffe3700320033003600,0.3498187
fffe31003400310033003000,0.4100834
fffe31003400380034003800,0.42530036
fffe32003300340039003700,0.4190949
fffe31003300360031003300,0.5599147
fffe3500350037003800,0.40502864
fffe32003300350035003400,0.5686714
fffe3600310037003400,0.45426288
fffe3200350036003400,0.32111079
fffe33003100350034003600,0.25794366
fffe3700390038003600,0.42521378
fffe31003200350033003800,0.39489514
fffe32003300320033003400,0.5498852
fffe31003900360035003900,0.07478129
fffe3400360036003800,0.64807814
fffe3100320032003000,0.596391
fffe3900310038003900,0.65501523
fffe3500330032003600,0.7413354
fffe3700370034003000,0.4504066
fffe3100310038003800,0.41871402
fffe33003300350036003500,0.7484239
fffe33003400390031003600,0.69818074
fffe31003400370035003400,0.3745454
fffe31003600340039003900,0.60041827
fffe31003600350034003300,0.85995984
fffe32003900310033003300,0.41102263
fffe32003700300039003800,0.4095107
fffe32003600340036003300,0.056157198
fffe31003100340039003600,0.38196608
fffe31003700340036003000,0.4480396
